c_lent-sausage,c_new-years-leftover-sausage,c_october-sausage-dump,c_rapujuhlat-sausage,c_tenday-sausage,date,sales_price,sales_quantity
0.0,0.0,0.0,0.0,1.0,2002-03-08,0.80,52.0
0.0,0.0,0.0,0.0,1.0,2002-03-09,0.80,24.0
0.0,0.0,0.0,0.0,1.0,2002-03-10,0.80,30.0
0.0,0.0,0.0,0.0,1.0,2002-03-11,0.80,52.0
0.0,0.0,0.0,0.0,1.0,2002-03-12,0.80,48.0
0.0,0.0,0.0,0.0,1.0,2002-03-13,0.80,51.0
0.0,0.0,0.0,0.0,1.0,2002-03-14,0.80,39.0
0.0,0.0,0.0,0.0,0.0,2002-03-15,1.00,27.0
0.0,0.0,0.0,0.0,0.0,2002-03-16,1.00,26.0
0.0,0.0,0.0,0.0,0.0,2002-03-17,1.00,32.0
0.0,0.0,0.0,0.0,0.0,2002-03-18,1.00,29.0
0.0,0.0,0.0,0.0,0.0,2002-03-19,1.00,25.0
0.0,0.0,0.0,0.0,0.0,2002-03-20,1.00,36.0
0.0,0.0,0.0,0.0,0.0,2002-03-21,1.00,34.0
0.0,0.0,0.0,0.0,0.0,2002-03-22,1.00,36.0
0.0,0.0,0.0,0.0,0.0,2002-03-23,1.00,29.0
0.0,0.0,0.0,0.0,0.0,2002-03-24,1.00,41.0
0.0,0.0,0.0,0.0,0.0,2002-03-25,1.00,39.0
0.0,0.0,0.0,0.0,0.0,2002-03-26,1.00,38.0
0.0,0.0,0.0,0.0,0.0,2002-03-27,1.00,34.0
0.0,0.0,0.0,0.0,0.0,2002-03-28,1.00,35.0
0.0,0.0,0.0,0.0,0.0,2002-03-29,1.00,43.0
0.0,0.0,0.0,0.0,0.0,2002-03-30,1.00,30.0
0.0,0.0,0.0,0.0,0.0,2002-03-31,1.00,25.0
0.0,0.0,0.0,0.0,0.0,2002-04-01,1.00,24.0
0.0,0.0,0.0,0.0,0.0,2002-04-02,1.00,34.0
0.0,0.0,0.0,0.0,0.0,2002-04-03,1.00,28.0
0.0,0.0,0.0,0.0,0.0,2002-04-04,1.00,30.0
0.0,0.0,0.0,0.0,0.0,2002-04-05,1.00,50.0
0.0,0.0,0.0,0.0,0.0,2002-04-06,1.00,32.0
0.0,0.0,0.0,0.0,0.0,2002-04-07,1.00,30.0
0.0,0.0,0.0,0.0,0.0,2002-04-08,1.00,30.0
0.0,0.0,0.0,0.0,0.0,2002-04-09,1.00,38.0
0.0,0.0,0.0,0.0,0.0,2002-04-10,1.00,41.0
0.0,0.0,0.0,0.0,0.0,2002-04-11,1.00,43.0
0.0,0.0,0.0,0.0,0.0,2002-04-12,1.00,33.0
0.0,0.0,0.0,0.0,0.0,2002-04-13,1.00,25.0
0.0,0.0,0.0,0.0,0.0,2002-04-14,1.00,41.0
0.0,0.0,0.0,0.0,0.0,2002-04-15,1.00,35.0
0.0,0.0,0.0,0.0,0.0,2002-04-16,1.00,36.0
0.0,0.0,0.0,0.0,0.0,2002-04-17,1.00,37.0
0.0,0.0,0.0,0.0,0.0,2002-04-18,1.00,36.0
0.0,0.0,0.0,0.0,0.0,2002-04-19,1.00,32.0
0.0,0.0,0.0,0.0,0.0,2002-04-20,1.00,38.0
0.0,0.0,0.0,0.0,0.0,2002-04-21,1.00,39.0
0.0,0.0,0.0,0.0,0.0,2002-04-22,1.00,46.0
0.0,0.0,0.0,0.0,0.0,2002-04-23,1.00,20.0
0.0,0.0,0.0,0.0,0.0,2002-04-24,1.00,22.0
0.0,0.0,0.0,0.0,0.0,2002-04-25,1.00,28.0
0.0,0.0,0.0,0.0,0.0,2002-04-26,1.00,47.0
0.0,0.0,0.0,0.0,0.0,2002-04-27,1.00,33.0
0.0,0.0,0.0,0.0,0.0,2002-04-28,1.00,51.0
0.0,0.0,0.0,0.0,0.0,2002-04-29,1.00,49.0
0.0,0.0,0.0,0.0,0.0,2002-04-30,1.00,52.0
0.0,0.0,0.0,0.0,0.0,2002-05-01,1.00,41.0
0.0,0.0,0.0,0.0,0.0,2002-05-02,1.00,26.0
0.0,0.0,0.0,0.0,0.0,2002-05-03,1.00,43.0
0.0,0.0,0.0,0.0,0.0,2002-05-04,1.00,45.0
0.0,0.0,0.0,0.0,0.0,2002-05-05,1.00,32.0
0.0,0.0,0.0,0.0,0.0,2002-05-06,1.00,37.0
0.0,0.0,0.0,0.0,0.0,2002-05-07,1.00,45.0
0.0,0.0,0.0,0.0,0.0,2002-05-08,1.00,30.0
0.0,0.0,0.0,0.0,0.0,2002-05-09,1.00,30.0
0.0,0.0,0.0,0.0,0.0,2002-05-10,1.00,43.0
0.0,0.0,0.0,0.0,0.0,2002-05-11,1.00,56.0
0.0,0.0,0.0,0.0,0.0,2002-05-12,1.00,49.0
0.0,0.0,0.0,0.0,0.0,2002-05-13,1.00,42.0
0.0,0.0,0.0,0.0,0.0,2002-05-14,1.00,44.0
0.0,0.0,0.0,0.0,0.0,2002-05-15,1.00,28.0
0.0,0.0,0.0,0.0,0.0,2002-05-16,1.00,30.0
0.0,0.0,0.0,0.0,0.0,2002-05-17,1.00,27.0
0.0,0.0,0.0,0.0,0.0,2002-05-18,1.00,33.0
0.0,0.0,0.0,0.0,0.0,2002-05-19,1.00,29.0
0.0,0.0,0.0,0.0,0.0,2002-05-20,1.00,43.0
0.0,0.0,0.0,0.0,0.0,2002-05-21,1.00,47.0
0.0,0.0,0.0,0.0,0.0,2002-05-22,1.00,50.0
0.0,0.0,0.0,0.0,0.0,2002-05-23,1.00,31.0
0.0,0.0,0.0,0.0,0.0,2002-05-24,1.00,54.0
0.0,0.0,0.0,0.0,0.0,2002-05-25,1.00,32.0
0.0,0.0,0.0,0.0,0.0,2002-05-26,1.00,40.0
0.0,0.0,0.0,0.0,0.0,2002-05-27,1.00,44.0
0.0,0.0,0.0,0.0,0.0,2002-05-28,1.00,59.0
0.0,0.0,0.0,0.0,0.0,2002-05-29,1.00,38.0
0.0,0.0,0.0,0.0,0.0,2002-05-30,1.00,25.0
0.0,0.0,0.0,0.0,0.0,2002-05-31,1.00,51.0
0.0,0.0,0.0,0.0,0.0,2002-06-01,1.00,36.0
0.0,0.0,0.0,0.0,0.0,2002-06-02,1.00,48.0
0.0,0.0,0.0,0.0,0.0,2002-06-03,1.00,33.0
0.0,0.0,0.0,0.0,0.0,2002-06-04,1.00,55.0
0.0,0.0,0.0,0.0,0.0,2002-06-05,1.00,47.0
0.0,0.0,0.0,0.0,0.0,2002-06-06,1.00,61.0
0.0,0.0,0.0,0.0,0.0,2002-06-07,1.00,44.0
0.0,0.0,0.0,0.0,0.0,2002-06-08,1.00,49.0
0.0,0.0,0.0,0.0,0.0,2002-06-09,1.00,37.0
0.0,0.0,0.0,0.0,0.0,2002-06-10,1.00,32.0
0.0,0.0,0.0,0.0,0.0,2002-06-11,1.00,53.0
0.0,0.0,0.0,0.0,0.0,2002-06-12,1.00,53.0
0.0,0.0,0.0,0.0,0.0,2002-06-13,1.00,57.0
0.0,0.0,0.0,0.0,0.0,2002-06-14,1.00,50.0
0.0,0.0,0.0,0.0,0.0,2002-06-15,1.00,58.0
0.0,0.0,0.0,0.0,0.0,2002-06-16,1.00,54.0
0.0,0.0,0.0,0.0,0.0,2002-06-17,1.00,44.0
0.0,0.0,0.0,0.0,0.0,2002-06-18,1.00,56.0
0.0,0.0,0.0,0.0,0.0,2002-06-19,1.00,54.0
0.0,0.0,0.0,0.0,0.0,2002-06-20,1.00,61.0
0.0,0.0,0.0,0.0,0.0,2002-06-21,1.00,50.0
0.0,0.0,0.0,0.0,0.0,2002-06-22,1.00,57.0
0.0,0.0,0.0,0.0,0.0,2002-06-23,1.00,31.0
0.0,0.0,0.0,0.0,0.0,2002-06-24,1.00,43.0
0.0,0.0,0.0,0.0,0.0,2002-06-25,1.00,37.0
0.0,0.0,0.0,0.0,0.0,2002-06-26,1.00,24.0
0.0,0.0,0.0,0.0,0.0,2002-06-27,1.00,57.0
0.0,0.0,0.0,0.0,0.0,2002-06-28,1.00,51.0
0.0,0.0,0.0,0.0,0.0,2002-06-29,1.00,52.0
0.0,0.0,0.0,0.0,0.0,2002-06-30,1.00,61.0
0.0,0.0,0.0,0.0,0.0,2002-07-01,1.00,42.0
0.0,0.0,0.0,0.0,0.0,2002-07-02,1.00,47.0
0.0,0.0,0.0,0.0,0.0,2002-07-03,1.00,46.0
0.0,0.0,0.0,0.0,0.0,2002-07-04,1.00,53.0
0.0,0.0,0.0,0.0,0.0,2002-07-05,1.00,38.0
0.0,0.0,0.0,0.0,0.0,2002-07-06,1.00,31.0
0.0,0.0,0.0,0.0,0.0,2002-07-07,1.00,32.0
0.0,0.0,0.0,0.0,0.0,2002-07-08,1.00,56.0
0.0,0.0,0.0,0.0,0.0,2002-07-09,1.00,38.0
0.0,0.0,0.0,0.0,0.0,2002-07-10,1.00,53.0
0.0,0.0,0.0,0.0,0.0,2002-07-11,1.00,40.0
0.0,0.0,0.0,0.0,0.0,2002-07-12,1.00,35.0
0.0,0.0,0.0,0.0,0.0,2002-07-13,1.00,41.0
0.0,0.0,0.0,0.0,0.0,2002-07-14,1.00,43.0
0.0,0.0,0.0,0.0,0.0,2002-07-15,1.00,40.0
0.0,0.0,0.0,0.0,0.0,2002-07-16,1.00,30.0
0.0,0.0,0.0,0.0,0.0,2002-07-17,1.00,35.0
0.0,0.0,0.0,0.0,0.0,2002-07-18,1.00,46.0
0.0,0.0,0.0,0.0,0.0,2002-07-19,1.00,45.0
0.0,0.0,0.0,0.0,0.0,2002-07-20,1.00,39.0
0.0,0.0,0.0,0.0,0.0,2002-07-21,1.00,57.0
0.0,0.0,0.0,0.0,0.0,2002-07-22,1.00,44.0
0.0,0.0,0.0,0.0,0.0,2002-07-23,1.00,51.0
0.0,0.0,0.0,0.0,0.0,2002-07-24,1.00,41.0
0.0,0.0,0.0,0.0,0.0,2002-07-25,1.00,39.0
0.0,0.0,0.0,0.0,0.0,2002-07-26,1.00,54.0
0.0,0.0,0.0,0.0,0.0,2002-07-27,1.00,31.0
0.0,0.0,0.0,0.0,0.0,2002-07-28,1.00,44.0
0.0,0.0,0.0,0.0,0.0,2002-07-29,1.00,53.0
0.0,0.0,0.0,0.0,0.0,2002-07-30,1.00,50.0
0.0,0.0,0.0,0.0,0.0,2002-07-31,1.00,38.0
0.0,0.0,0.0,0.0,0.0,2002-08-01,1.00,61.0
0.0,0.0,0.0,0.0,0.0,2002-08-02,1.00,30.0
0.0,0.0,0.0,0.0,0.0,2002-08-03,1.00,31.0
0.0,0.0,0.0,0.0,0.0,2002-08-04,1.00,47.0
0.0,0.0,0.0,0.0,0.0,2002-08-05,1.00,44.0
0.0,0.0,0.0,0.0,0.0,2002-08-06,1.00,25.0
0.0,0.0,0.0,0.0,0.0,2002-08-07,1.00,36.0
0.0,0.0,0.0,0.0,0.0,2002-08-08,1.00,29.0
0.0,0.0,0.0,0.0,0.0,2002-08-09,1.00,38.0
0.0,0.0,0.0,0.0,0.0,2002-08-10,1.00,27.0
0.0,0.0,0.0,0.0,0.0,2002-08-11,1.00,29.0
0.0,0.0,0.0,0.0,0.0,2002-08-12,1.00,27.0
0.0,0.0,0.0,0.0,0.0,2002-08-13,1.00,36.0
0.0,0.0,0.0,0.0,0.0,2002-08-14,1.00,45.0
0.0,0.0,0.0,0.0,0.0,2002-08-15,1.00,42.0
0.0,0.0,0.0,0.0,0.0,2002-08-16,1.00,47.0
0.0,0.0,0.0,0.0,0.0,2002-08-17,1.00,44.0
0.0,0.0,0.0,0.0,0.0,2002-08-18,1.00,37.0
0.0,0.0,0.0,0.0,0.0,2002-08-19,1.00,35.0
0.0,0.0,0.0,0.0,0.0,2002-08-20,1.00,34.0
0.0,0.0,0.0,0.0,0.0,2002-08-21,1.00,42.0
0.0,0.0,0.0,0.0,0.0,2002-08-22,1.00,35.0
0.0,0.0,0.0,1.0,0.0,2002-08-23,0.90,71.0
0.0,0.0,0.0,1.0,0.0,2002-08-24,0.90,53.0
0.0,0.0,0.0,1.0,0.0,2002-08-25,0.90,52.0
0.0,0.0,0.0,1.0,0.0,2002-08-26,0.90,69.0
0.0,0.0,0.0,1.0,0.0,2002-08-27,0.90,27.0
0.0,0.0,0.0,1.0,0.0,2002-08-28,0.90,54.0
0.0,0.0,0.0,1.0,0.0,2002-08-29,0.90,41.0
0.0,0.0,0.0,0.0,0.0,2002-08-30,1.00,39.0
0.0,0.0,0.0,0.0,0.0,2002-08-31,1.00,21.0
0.0,0.0,0.0,0.0,0.0,2002-09-01,1.00,40.0
0.0,0.0,0.0,0.0,0.0,2002-09-02,1.00,35.0
0.0,0.0,0.0,0.0,0.0,2002-09-03,1.00,30.0
0.0,0.0,0.0,0.0,0.0,2002-09-04,1.00,41.0
0.0,0.0,0.0,0.0,0.0,2002-09-05,1.00,32.0
0.0,0.0,0.0,0.0,0.0,2002-09-06,1.00,38.0
0.0,0.0,0.0,0.0,0.0,2002-09-07,1.00,34.0
0.0,0.0,0.0,0.0,0.0,2002-09-08,1.00,40.0
0.0,0.0,0.0,0.0,0.0,2002-09-09,1.00,33.0
0.0,0.0,0.0,0.0,0.0,2002-09-10,1.00,32.0
0.0,0.0,0.0,0.0,0.0,2002-09-11,1.00,37.0
0.0,0.0,0.0,0.0,0.0,2002-09-12,1.00,35.0
0.0,0.0,0.0,0.0,0.0,2002-09-13,1.00,33.0
0.0,0.0,0.0,0.0,0.0,2002-09-14,1.00,23.0
0.0,0.0,0.0,0.0,0.0,2002-09-15,1.00,34.0
0.0,0.0,0.0,0.0,0.0,2002-09-16,1.00,41.0
0.0,0.0,0.0,0.0,0.0,2002-09-17,1.00,32.0
0.0,0.0,0.0,0.0,0.0,2002-09-18,1.00,23.0
0.0,0.0,0.0,0.0,0.0,2002-09-19,1.00,32.0
0.0,0.0,0.0,0.0,0.0,2002-09-20,1.00,37.0
0.0,0.0,0.0,0.0,0.0,2002-09-21,1.00,26.0
0.0,0.0,0.0,0.0,0.0,2002-09-22,1.00,41.0
0.0,0.0,0.0,0.0,0.0,2002-09-23,1.00,21.0
0.0,0.0,0.0,0.0,0.0,2002-09-24,1.00,44.0
0.0,0.0,0.0,0.0,0.0,2002-09-25,1.00,25.0
0.0,0.0,0.0,0.0,0.0,2002-09-26,1.00,35.0
0.0,0.0,0.0,0.0,0.0,2002-09-27,1.00,39.0
0.0,0.0,0.0,0.0,0.0,2002-09-28,1.00,33.0
0.0,0.0,0.0,0.0,0.0,2002-09-29,1.00,33.0
0.0,0.0,0.0,0.0,0.0,2002-09-30,1.00,24.0
0.0,0.0,0.0,0.0,0.0,2002-10-01,1.00,46.0
0.0,0.0,0.0,0.0,0.0,2002-10-02,1.00,33.0
0.0,0.0,0.0,0.0,0.0,2002-10-03,1.00,36.0
0.0,0.0,0.0,0.0,0.0,2002-10-04,1.00,25.0
0.0,0.0,0.0,0.0,0.0,2002-10-05,1.00,44.0
0.0,0.0,0.0,0.0,0.0,2002-10-06,1.00,23.0
0.0,0.0,0.0,0.0,0.0,2002-10-07,1.00,40.0
0.0,0.0,0.0,0.0,0.0,2002-10-08,1.00,32.0
0.0,0.0,0.0,0.0,0.0,2002-10-09,1.00,43.0
0.0,0.0,0.0,0.0,0.0,2002-10-10,1.00,30.0
0.0,0.0,0.0,0.0,0.0,2002-10-11,1.00,34.0
0.0,0.0,0.0,0.0,0.0,2002-10-12,1.00,34.0
0.0,0.0,0.0,0.0,0.0,2002-10-13,1.00,22.0
0.0,0.0,0.0,0.0,0.0,2002-10-14,1.00,19.0
0.0,0.0,0.0,0.0,0.0,2002-10-15,1.00,29.0
0.0,0.0,0.0,0.0,0.0,2002-10-16,1.00,34.0
0.0,0.0,0.0,0.0,0.0,2002-10-17,1.00,35.0
0.0,0.0,0.0,0.0,0.0,2002-10-18,1.00,22.0
0.0,0.0,0.0,0.0,0.0,2002-10-19,1.00,43.0
0.0,0.0,0.0,0.0,0.0,2002-10-20,1.00,23.0
0.0,0.0,0.0,0.0,0.0,2002-10-21,1.00,13.0
0.0,0.0,0.0,0.0,0.0,2002-10-22,1.00,14.0
0.0,0.0,0.0,0.0,0.0,2002-10-23,1.00,33.0
0.0,0.0,0.0,0.0,0.0,2002-10-24,1.00,34.0
0.0,0.0,0.0,0.0,0.0,2002-10-25,1.00,34.0
0.0,0.0,0.0,0.0,0.0,2002-10-26,1.00,28.0
0.0,0.0,0.0,0.0,0.0,2002-10-27,1.00,42.0
0.0,0.0,0.0,0.0,0.0,2002-10-28,1.00,31.0
0.0,0.0,0.0,0.0,0.0,2002-10-29,1.00,34.0
0.0,0.0,0.0,0.0,0.0,2002-10-30,1.00,33.0
0.0,0.0,0.0,0.0,0.0,2002-10-31,1.00,24.0
0.0,0.0,1.0,0.0,0.0,2002-11-01,0.50,100.0
0.0,0.0,1.0,0.0,0.0,2002-11-02,0.50,102.0
0.0,0.0,1.0,0.0,0.0,2002-11-03,0.50,91.0
0.0,0.0,1.0,0.0,0.0,2002-11-04,0.50,74.0
0.0,0.0,1.0,0.0,0.0,2002-11-05,0.50,100.0
0.0,0.0,1.0,0.0,0.0,2002-11-06,0.50,82.0
0.0,0.0,1.0,0.0,0.0,2002-11-07,0.50,106.0
0.0,0.0,1.0,0.0,0.0,2002-11-08,0.50,78.0
0.0,0.0,1.0,0.0,0.0,2002-11-09,0.50,77.0
0.0,0.0,1.0,0.0,0.0,2002-11-10,0.50,95.0
0.0,0.0,1.0,0.0,0.0,2002-11-11,0.50,143.0
0.0,0.0,1.0,0.0,0.0,2002-11-12,0.50,105.0
0.0,0.0,1.0,0.0,0.0,2002-11-13,0.50,111.0
0.0,0.0,1.0,0.0,0.0,2002-11-14,0.50,60.0
0.0,0.0,1.0,0.0,0.0,2002-11-15,0.50,93.0
0.0,0.0,1.0,0.0,0.0,2002-11-16,0.50,81.0
0.0,0.0,1.0,0.0,0.0,2002-11-17,0.50,120.0
0.0,0.0,1.0,0.0,0.0,2002-11-18,0.50,74.0
0.0,0.0,1.0,0.0,0.0,2002-11-19,0.50,80.0
0.0,0.0,1.0,0.0,0.0,2002-11-20,0.50,115.0
0.0,0.0,1.0,0.0,0.0,2002-11-21,0.50,114.0
0.0,0.0,1.0,0.0,0.0,2002-11-22,0.50,77.0
0.0,0.0,1.0,0.0,0.0,2002-11-23,0.50,90.0
0.0,0.0,1.0,0.0,0.0,2002-11-24,0.50,104.0
0.0,0.0,1.0,0.0,0.0,2002-11-25,0.50,106.0
0.0,0.0,1.0,0.0,0.0,2002-11-26,0.50,74.0
0.0,0.0,1.0,0.0,0.0,2002-11-27,0.50,72.0
0.0,0.0,1.0,0.0,0.0,2002-11-28,0.50,74.0
0.0,0.0,1.0,0.0,0.0,2002-11-29,0.50,66.0
0.0,0.0,1.0,0.0,0.0,2002-11-30,0.50,109.0
0.0,0.0,1.0,0.0,0.0,2002-12-01,0.50,70.0
0.0,0.0,0.0,0.0,0.0,2002-12-02,1.00,24.0
0.0,0.0,0.0,0.0,0.0,2002-12-03,1.00,27.0
0.0,0.0,0.0,0.0,0.0,2002-12-04,1.00,23.0
0.0,0.0,0.0,0.0,0.0,2002-12-05,1.00,20.0
0.0,0.0,0.0,0.0,0.0,2002-12-06,1.00,23.0
0.0,0.0,0.0,0.0,0.0,2002-12-07,1.00,23.0
0.0,0.0,0.0,0.0,0.0,2002-12-08,1.00,31.0
0.0,0.0,0.0,0.0,0.0,2002-12-09,1.00,0.0
0.0,0.0,0.0,0.0,0.0,2002-12-10,1.00,24.0
0.0,0.0,0.0,0.0,0.0,2002-12-11,1.00,26.0
0.0,0.0,0.0,0.0,0.0,2002-12-12,1.00,16.0
0.0,0.0,0.0,0.0,0.0,2002-12-13,1.00,22.0
0.0,0.0,0.0,0.0,0.0,2002-12-14,1.00,18.0
0.0,0.0,0.0,0.0,0.0,2002-12-15,1.00,31.0
0.0,0.0,0.0,0.0,0.0,2002-12-16,1.00,31.0
0.0,0.0,0.0,0.0,0.0,2002-12-17,1.00,11.0
0.0,0.0,0.0,0.0,0.0,2002-12-18,1.00,12.0
0.0,0.0,0.0,0.0,0.0,2002-12-19,1.00,29.0
0.0,0.0,0.0,0.0,0.0,2002-12-20,1.00,22.0
0.0,0.0,0.0,0.0,0.0,2002-12-21,1.00,38.0
0.0,0.0,0.0,0.0,0.0,2002-12-22,1.00,19.0
0.0,0.0,0.0,0.0,0.0,2002-12-23,1.00,31.0
0.0,0.0,0.0,0.0,0.0,2002-12-24,1.00,26.0
0.0,0.0,0.0,0.0,0.0,2002-12-25,1.00,26.0
0.0,0.0,0.0,0.0,0.0,2002-12-26,1.00,23.0
0.0,0.0,0.0,0.0,0.0,2002-12-27,1.00,23.0
0.0,0.0,0.0,0.0,0.0,2002-12-28,1.00,34.0
0.0,0.0,0.0,0.0,0.0,2002-12-29,1.00,11.0
0.0,0.0,0.0,0.0,0.0,2002-12-30,1.00,22.0
0.0,0.0,0.0,0.0,0.0,2002-12-31,1.00,17.0
0.0,1.0,0.0,0.0,0.0,2003-01-01,0.70,126.0
0.0,1.0,0.0,0.0,0.0,2003-01-02,0.70,58.0
0.0,1.0,0.0,0.0,0.0,2003-01-03,0.70,67.0
0.0,1.0,0.0,0.0,0.0,2003-01-04,0.70,69.0
0.0,1.0,0.0,0.0,0.0,2003-01-05,0.70,64.0
0.0,0.0,0.0,0.0,0.0,2003-01-06,1.00,26.0
0.0,0.0,0.0,0.0,0.0,2003-01-07,1.00,42.0
0.0,0.0,0.0,0.0,0.0,2003-01-08,1.00,28.0
0.0,0.0,0.0,0.0,0.0,2003-01-09,1.00,33.0
0.0,0.0,0.0,0.0,0.0,2003-01-10,1.00,15.0
0.0,0.0,0.0,0.0,0.0,2003-01-11,1.00,40.0
0.0,0.0,0.0,0.0,0.0,2003-01-12,1.00,26.0
0.0,0.0,0.0,0.0,0.0,2003-01-13,1.00,35.0
0.0,0.0,0.0,0.0,0.0,2003-01-14,1.00,31.0
0.0,0.0,0.0,0.0,0.0,2003-01-15,1.00,23.0
0.0,0.0,0.0,0.0,0.0,2003-01-16,1.00,28.0
0.0,0.0,0.0,0.0,0.0,2003-01-17,1.00,21.0
0.0,0.0,0.0,0.0,0.0,2003-01-18,1.00,20.0
0.0,0.0,0.0,0.0,0.0,2003-01-19,1.00,16.0
0.0,0.0,0.0,0.0,0.0,2003-01-20,1.00,15.0
0.0,0.0,0.0,0.0,0.0,2003-01-21,1.00,17.0
0.0,0.0,0.0,0.0,0.0,2003-01-22,1.00,31.0
0.0,0.0,0.0,0.0,0.0,2003-01-23,1.00,33.0
0.0,0.0,0.0,0.0,0.0,2003-01-24,1.00,24.0
0.0,0.0,0.0,0.0,0.0,2003-01-25,1.00,40.0
0.0,0.0,0.0,0.0,0.0,2003-01-26,1.00,16.0
0.0,0.0,0.0,0.0,0.0,2003-01-27,1.00,25.0
0.0,0.0,0.0,0.0,0.0,2003-01-28,1.00,45.0
0.0,0.0,0.0,0.0,0.0,2003-01-29,1.00,30.0
0.0,0.0,0.0,0.0,0.0,2003-01-30,1.00,40.0
